"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2024","73,652.16","73,476.05","73,845.34","72,840.11","106.72M","0.24%"
"07/22/2024","73,476.05","72,930.75","73,697.13","72,930.75","76.64M","0.75%"
"07/19/2024","72,930.75","72,851.45","72,930.75","72,477.55","85.08M","-0.57%"
"07/18/2024","73,351.72","73,463.90","74,031.14","73,293.10","132.21M","-0.15%"
"07/17/2024","73,463.90","74,057.76","74,080.51","73,463.90","120.16M","-0.80%"
"07/16/2024","74,057.76","75,185.83","75,185.83","73,881.75","116.56M","-1.50%"
"07/15/2024","75,185.83","74,702.99","75,185.83","74,062.78","147.56M","0.65%"
"07/12/2024","74,702.99","74,121.69","74,826.01","74,121.69","71.48M","0.78%"
"07/11/2024","74,121.69","73,478.00","74,200.62","73,478.00","91.50M","0.88%"
"07/10/2024","73,478.00","73,580.41","73,669.41","73,253.62","83.70M","-0.14%"
"07/09/2024","73,580.41","73,717.47","73,855.16","73,267.65","89.66M","-0.19%"
"07/08/2024","73,717.47","73,729.27","73,908.51","73,380.42","76.88M","-0.02%"
"07/05/2024","73,729.27","73,991.94","74,208.67","73,576.20","67.43M","-0.35%"
"07/04/2024","73,991.94","73,681.78","74,342.60","73,559.29","68.28M","0.42%"
"07/03/2024","73,681.78","72,556.50","73,947.06","72,556.50","100.55M","1.55%"
"07/02/2024","72,556.50","72,805.61","73,044.51","72,117.68","120.57M","-0.34%"
"07/01/2024","72,805.61","72,979.42","73,627.72","72,805.61","149.02M","-0.24%"
"06/28/2024","72,979.42","72,287.12","73,390.93","72,219.62","138.73M","0.96%"
"06/27/2024","72,287.12","72,563.55","72,628.19","72,013.40","100.32M","-0.38%"
"06/26/2024","72,563.55","72,903.06","73,461.18","72,548.42","121.98M","-0.47%"
"06/25/2024","72,903.06","73,512.36","73,527.21","72,661.38","109.54M","-0.83%"
"06/24/2024","73,512.36","72,857.56","73,971.89","72,857.56","126.93M","0.90%"
"06/21/2024","72,857.56","73,266.86","73,713.26","72,798.20","347.84M","-0.56%"
"06/20/2024","73,266.86","73,796.46","74,183.99","73,186.43","365.53M","-0.72%"
"06/19/2024","73,796.46","72,863.74","74,447.53","72,863.74","215.90M","1.28%"
"06/18/2024","72,863.74","70,519.55","73,145.66","70,517.50","249.31M","3.32%"
"06/14/2024","70,519.55","69,999.55","71,200.83","69,895.41","207.49M","0.74%"
"06/13/2024","69,999.55","70,706.56","70,746.79","69,966.17","146.26M","-1.00%"
"06/12/2024","70,706.56","69,786.85","70,944.56","69,786.85","130.99M","1.32%"
"06/11/2024","69,786.85","69,919.66","70,129.39","69,476.25","129.32M","-0.19%"
"06/10/2024","69,919.66","70,531.54","70,531.54","69,669.34","95.40M","-0.87%"
"06/07/2024","70,531.54","70,937.85","71,194.73","70,331.21","119.97M","-0.57%"
"06/06/2024","70,937.85","70,582.69","71,232.69","70,572.81","97.25M","0.50%"
"06/05/2024","70,582.69","70,562.21","70,952.75","70,264.85","119.44M","0.03%"
"06/04/2024","70,562.21","71,424.87","71,574.20","70,562.21","137.64M","-1.21%"
"06/03/2024","71,424.87","70,455.35","71,514.69","70,455.35","128.85M","1.38%"
"05/31/2024","70,455.35","70,942.43","71,092.99","70,392.89","233.97M","-0.69%"
"05/30/2024","70,942.43","72,189.63","72,189.63","70,478.51","181.35M","-1.13%"
"05/29/2024","71,752.00","71,971.00","72,013.00","71,578.00","","-0.61%"
"05/28/2024","72,189.63","72,559.40","72,887.49","72,140.77","112.06M","-0.51%"
"05/27/2024","72,559.40","72,746.06","72,991.77","72,559.40","68.31M","-0.26%"
"05/24/2024","72,746.06","72,573.50","73,028.78","72,004.78","83.26M","0.24%"
"05/23/2024","72,573.50","73,060.63","73,635.56","72,573.50","103.47M","-0.67%"
"05/22/2024","73,060.63","73,438.76","73,700.63","73,018.37","107.32M","-0.51%"
"05/21/2024","73,438.76","73,733.80","73,733.80","72,997.33","99.57M","-0.40%"
"05/20/2024","73,733.80","73,213.76","73,915.71","73,209.09","110.06M","0.71%"
"05/17/2024","73,213.76","73,214.00","73,432.59","72,677.43","103.75M","0.00%"
